Date,Temperature,Time start,Time end,Box,Channel,Genet,Tank,Run,Polyps,Comments
2/19/24,13.5,21:15,2:00,1,1,,,Empty,,
2/19/24,13.5,21:15,2:00,1,2,,,Empty,,
2/19/24,13.5,21:15,2:00,1,4,,,Empty,,
2/20/24,13.5,9:20,12:30,2,1,A,2,Corynactis,4,
2/20/24,13.5,9:20,12:30,2,2,A,3,Corynactis,4,
2/20/24,13.5,9:20,12:30,2,3,A,4,Corynactis,5,vial labeled b
2/20/24,13.5,9:20,12:30,2,4,A,5,Corynactis,3,
2/20/24,13.5,9:20,12:30,1,1,A,1,Corynactis,4,
2/20/24,13.5,9:20,12:30,1,2,A,1,Corynactis,5,vial labeled b
2/20/24,13.5,9:20,12:30,1,4,A,4,Corynactis,4,
2/20/24,13.5,12:50,14:00,2,1,A,2,Tile,,
2/20/24,13.5,12:50,14:00,2,2,A,3,Tile,,
2/20/24,13.5,12:50,14:00,2,3,A,4,Tile,,
2/20/24,13.5,12:50,14:00,2,4,A,5,Tile,,
2/20/24,13.5,12:50,14:00,1,1,A,1,Tile,,
2/20/24,13.5,12:50,14:00,1,2,A,1,Tile,,
2/20/24,13.5,12:50,14:00,1,4,A,4,Tile,,
2/20/24,13.5,14:10,17:15,2,1,E,14,Corynactis,3,
2/20/24,13.5,14:10,17:15,2,2,E,12,Corynactis,5,vial labeled b
2/20/24,13.5,14:10,17:15,2,3,E,15,Corynactis,4,vial labeled b
2/20/24,13.5,14:10,17:15,2,4,E,13,Corynactis,3,
2/20/24,13.5,14:10,17:15,1,1,E,11,Corynactis,4,
2/20/24,13.5,14:10,17:15,1,2,E,15,Corynactis,3,
2/20/24,13.5,14:10,17:15,1,4,E,12,Corynactis,4,
2/20/24,13.5,17:45,19:00,2,1,E,14,Tile,,
2/20/24,13.5,17:45,19:00,2,2,E,12,Tile,,
2/20/24,13.5,17:45,19:00,2,3,E,15,Tile,,
2/20/24,13.5,17:45,19:00,2,4,E,13,Tile,,
2/20/24,13.5,17:45,19:00,1,1,E,11,Tile,,
2/20/24,13.5,17:45,19:00,1,2,E,15,Tile,,
2/20/24,13.5,17:45,19:00,1,4,E,12,Tile,,
2/20/24,13.5,19:15,2:00,2,1,,,Empty,,
2/20/24,13.5,19:15,2:00,2,2,,,Empty,,
2/20/24,13.5,19:15,2:00,2,3,,,Empty,,
2/20/24,13.5,19:15,2:00,2,4,,,Empty,,
2/20/24,13.5,19:15,2:00,1,1,,,Empty,,
2/20/24,13.5,19:15,2:00,1,2,,,Empty,,
2/20/24,13.5,19:15,2:00,1,4,,,Empty,,
2/21/24,13.5,9:50,13:00,2,1,B,10,Corynactis,7,vial labeled b
2/21/24,13.5,9:50,13:00,2,2,B,7,Corynactis,7,
2/21/24,13.5,9:50,13:00,2,3,B,9,Corynactis,3,
2/21/24,13.5,9:50,13:00,2,4,B,6,Corynactis,5,vial labeled b
2/21/24,13.5,9:50,13:00,1,1,B,8,Corynactis,5,
2/21/24,13.5,9:50,13:00,1,2,B,10,Corynactis,4,
2/21/24,13.5,9:50,13:00,1,4,B,6,Corynactis,5,
2/21/24,13.5,13:30,14:45,2,1,B,10,Tile,,
2/21/24,13.5,13:30,14:45,2,2,B,7,Tile,,
2/21/24,13.5,13:30,14:45,2,3,B,9,Tile,,
2/21/24,13.5,13:30,14:45,2,4,B,6,Tile,,
2/21/24,13.5,13:30,14:45,1,1,B,8,Tile,,
2/21/24,13.5,13:30,14:45,1,2,B,10,Tile,,
2/21/24,13.5,13:30,14:45,1,4,B,6,Tile,,
2/21/24,13.5,15:00,18:00,2,1,A,5,Corynactis,3,
2/21/24,13.5,15:00,18:00,2,2,D,9,Corynactis,10,only 1 vial for all polyps
2/21/24,13.5,15:00,18:00,2,3,B,8,Corynactis,8,vial labeled b
2/21/24,13.5,15:00,18:00,2,4,E,14,Corynactis,4,
2/21/24,13.5,15:00,18:00,1,1,C,1,Corynactis,6,
2/21/24,13.5,15:00,18:00,1,2,B,13,Corynactis,3,
2/21/24,13.5,15:00,18:00,1,4,E,2,Corynactis,3,
2/21/24,13.5,18:30,19:45,2,1,A,5,Tile,,
2/21/24,13.5,18:30,19:45,2,2,D,9,Tile,,
2/21/24,13.5,18:30,19:45,2,3,B,8,Tile,,
2/21/24,13.5,18:30,19:45,2,4,E,14,Tile,,
2/21/24,13.5,18:30,19:45,1,1,C,1,Tile,,
2/21/24,13.5,18:30,19:45,1,2,B,13,Tile,,
2/21/24,13.5,18:30,19:45,1,4,E,2,Tile,,
2/21/24,13.5,20:00,2:00,2,1,,,Empty,,I may have left the lights on in the room
2/21/24,13.5,20:00,2:00,2,2,,,Empty,,I may have left the lights on in the room
2/21/24,13.5,20:00,2:00,2,3,,,Empty,,I may have left the lights on in the room
2/21/24,13.5,20:00,2:00,2,4,,,Empty,,I may have left the lights on in the room
2/21/24,13.5,20:00,2:00,1,1,,,Empty,,I may have left the lights on in the room
2/21/24,13.5,20:00,2:00,1,2,,,Empty,,I may have left the lights on in the room
2/21/24,13.5,20:00,2:00,1,4,,,Empty,,I may have left the lights on in the room
